loss	acc	val_loss	val_acc	lr
2.2386447584061395	0.19970238208770752	2.111279200599307	0.46142858266830444	0.0010000000474974513
1.8442870572635106	0.4556249976158142	1.2886770875113351	0.7519047856330872	0.0009500000160187483
1.0867257446902139	0.6669047474861145	0.6602381419000172	0.8328571319580078	0.0009025000035762787
0.7347603714182264	0.7674999833106995	0.48083655050822666	0.8741666674613953	0.0008573749801144004
0.5973855140805244	0.8106547594070435	0.40180134784607663	0.8910714387893677	0.0008145062602125108
0.5200017860531807	0.8366369009017944	0.355163500053542	0.9024999737739563	0.0007737809210084379
0.47217570878210524	0.8530356884002686	0.3217078323875155	0.9101190567016602	0.0007350919186137617
0.4369290128421216	0.8637499809265137	0.29900254033860707	0.9158333539962769	0.0006983372732065618
0.4026531562209129	0.8735416531562805	0.27866282650402613	0.9215475916862488	0.0006634204182773829
0.37903459081337565	0.881845235824585	0.2624077181305204	0.926547646522522	0.0006302493857219815
0.3596899506236826	0.8891369104385376	0.24958538387502943	0.928928554058075	0.0005987369222566485
0.3433312055752391	0.8942559361457825	0.23700675723098574	0.932619035243988	0.0005688000819645822
0.3292133045054617	0.8981845378875732	0.2277982669926825	0.9350000023841858	0.0005403601098805666
0.31777876269959265	0.9018750190734863	0.2205130505277997	0.9364285469055176	0.0005133420927450061
0.30525894828850314	0.9073511958122253	0.21332332484778904	0.9376190304756165	0.0004876749881077558
0.2990631847331921	0.9065476059913635	0.20579931721800848	0.9401190280914307	0.00046329121687449515
0.2868522588234572	0.9110119342803955	0.2010814275415171	0.9404761791229248	0.000440126663306728
0.28273941774808226	0.9113690257072449	0.19570202657154628	0.9430952668190002	0.00041812032577581704
0.2788350921833799	0.9128571152687073	0.1902355491973105	0.946071445941925	0.0003972143167629838
0.27160874532801765	0.9161309599876404	0.1869371327332088	0.9453571438789368	0.0003773536009248346
