loss	acc	val_loss	val_acc	lr
2.3225255502973283	0.09577380865812302	2.289949407123384	0.08714285492897034	0.0010000000474974513
2.28044696194785	0.14517857134342194	2.2589625749133884	0.24178571999073029	0.0009500000160187483
2.2489830893561953	0.2045833319425583	2.2279461842491513	0.3779761791229248	0.0009025000035762787
2.215084886096773	0.26851189136505127	2.193310181753976	0.45369046926498413	0.0008573749801144004
2.180197567031497	0.31610119342803955	2.154587985447475	0.5254762172698975	0.0008145062602125108
2.142227727572123	0.3589285612106323	2.1117680858430408	0.5811904668807983	0.0007737809210084379
2.101686793168386	0.394821435213089	2.0646796385447184	0.6213095188140869	0.0007350919186137617
2.0569649514697845	0.43038690090179443	2.013435247966221	0.646309494972229	0.0006983372732065618
2.0112649148986455	0.4615476131439209	1.95913482211885	0.664642870426178	0.0006634204182773829
1.96200275909333	0.48547619581222534	1.902929775828407	0.6819047331809998	0.0006302493857219815
1.911420690786271	0.5051488280296326	1.8452568201791673	0.6997619271278381	0.0005987369222566485
1.859909131526947	0.5288095474243164	1.7874365470522926	0.7127380967140198	0.0005688000819645822
1.811765864008949	0.5454166531562805	1.7304842571985153	0.7239285707473755	0.0005403601098805666
1.759220834913708	0.5618749856948853	1.6743139761970156	0.7355952262878418	0.0005133420927450061
1.7109459325245449	0.5704464316368103	1.6197957402183896	0.7486904859542847	0.0004876749881077558
1.6612884815533955	0.5889880657196045	1.567170629047212	0.757023811340332	0.00046329121687449515
1.6131095747720627	0.6028273701667786	1.516494065920512	0.7638095021247864	0.000440126663306728
1.571027753353119	0.6071428656578064	1.4684671038673038	0.771309494972229	0.00041812032577581704
1.5305781182788667	0.6209821701049805	1.42314072063991	0.7779762148857117	0.0003972143167629838
1.4922000035785494	0.6285416483879089	1.3804801025844755	0.7823809385299683	0.0003773536009248346
