loss	acc	val_loss	val_acc	lr
0.3671945315031778	0.8864583373069763	0.1123571823998576	0.9659523963928223	0.0010000000474974513
0.1289719653952246	0.9605952501296997	0.07281779042844261	0.9759523868560791	0.0009500000160187483
0.10078538131434471	0.9694344997406006	0.05740131165300097	0.9820238351821899	0.0009025000035762787
0.0836144074025963	0.9737202525138855	0.05600974011367985	0.9822618961334229	0.0008573749801144004
0.06788290830306887	0.9784226417541504	0.047882809542962125	0.9846428632736206	0.0008145062602125108
0.06215169718821666	0.9809821248054504	0.04253655169336569	0.9850000143051147	0.0007737809210084379
0.05699223082224351	0.9826487898826599	0.04068258767991903	0.9864285588264465	0.0007350919186137617
0.05156014629406855	0.9835119247436523	0.039337445406598	0.9876190423965454	0.0006983372732065618
0.049200867226713206	0.9841964244842529	0.03685911486086081	0.9876190423965454	0.0006634204182773829
0.04650161184137687	0.9852380752563477	0.03547745634513419	0.9878571629524231	0.0006302493857219815
0.04309180271221391	0.9857142567634583	0.034763851014542435	0.9882143139839172	0.0005987369222566485
0.03920251985363263	0.9873809814453125	0.03155361138112355	0.9885714054107666	0.0005688000819645822
0.03771524765323626	0.988095223903656	0.03154864136223859	0.989642858505249	0.0005403601098805666
0.03778811943196204	0.987291693687439	0.031960021093975576	0.9895238280296326	0.0005133420927450061
0.03487299011391033	0.9892261624336243	0.032584772864772404	0.9886904954910278	0.0004876749881077558
0.034382278088208595	0.9888392686843872	0.032124983248123455	0.9889285564422607	0.00046329121687449515
0.03459416838789669	0.9885416626930237	0.029229579883671943	0.9901190400123596	0.000440126663306728
0.03263179871699235	0.9894940257072449	0.02892945961278331	0.9903571605682373	0.00041812032577581704
0.029776486564521854	0.9902976155281067	0.02881894600222863	0.9904761910438538	0.0003972143167629838
0.029431732040150867	0.9899702668190002	0.03145948622564208	0.989642858505249	0.0003773536009248346
