loss	acc	val_loss	val_acc	lr
0.20791517136041962	0.9360714554786682	0.06292328725968088	0.9794047474861145	0.0010000000474974513
0.07745116562892994	0.9748809337615967	0.043893223312639056	0.9855952262878418	0.0009500000160187483
0.05398135190799145	0.9829166531562805	0.0354433210327157	0.9892857074737549	0.0009025000035762787
0.044858114467531865	0.9853571653366089	0.031108083663663518	0.9901190400123596	0.0008573749801144004
0.03936219293978952	0.9872321486473083	0.03029281498664724	0.9902380704879761	0.0008145062602125108
0.03210928277148577	0.9891071319580078	0.03066255145695149	0.9900000095367432	0.0007737809210084379
0.027987018732490557	0.9902976155281067	0.034270544912932174	0.9882143139839172	0.0007350919186137617
0.024857284491102163	0.9915476441383362	0.028952612069745857	0.9917857050895691	0.0006983372732065618
0.022079703349562416	0.9925892949104309	0.033653529888445825	0.9894047379493713	0.0006634204182773829
0.020193984138883632	0.9936309456825256	0.031441160877652044	0.9913095235824585	0.0006302493857219815
0.020700398233495346	0.9930654764175415	0.026031065237925977	0.9928571581840515	0.0005987369222566485
0.016165522575207605	0.9947618842124939	0.028826198765583243	0.9919047355651855	0.0005688000819645822
0.016334429534535958	0.9941666722297668	0.027855977333986065	0.9920238256454468	0.0005403601098805666
0.016421119738659486	0.9947023987770081	0.03247673282012416	0.9909523725509644	0.0005133420927450061
0.014399847892477087	0.9952678680419922	0.029268827404846976	0.9917857050895691	0.0004876749881077558
0.012680933983118892	0.9955654740333557	0.027805834924947703	0.9933333396911621	0.00046329121687449515
0.01051566009354593	0.9966369271278381	0.025894168786147972	0.9921428561210632	0.000440126663306728
0.011770489220503383	0.9959523677825928	0.02825867816778035	0.9921428561210632	0.00041812032577581704
0.010202618441157505	0.9965178370475769	0.02771704745034705	0.9925000071525574	0.0003972143167629838
0.009294816626650361	0.9967262148857117	0.024337880812969767	0.9932143092155457	0.0003773536009248346
