loss	acc	val_loss	val_acc	lr
0.6218432877603032	0.817976176738739	0.3000501443090893	0.9188095331192017	0.0010000000474974513
0.3490874205955437	0.8954761624336243	0.23624461108729952	0.9338095188140869	0.0009500000160187483
0.29515688791161493	0.9102083444595337	0.2056472408771515	0.9420238137245178	0.0009025000035762787
0.26517186215590866	0.9214583039283752	0.18722035453433084	0.948452353477478	0.0008573749801144004
0.24713522078735486	0.9260416626930237	0.1735954151409013	0.9510714411735535	0.0008145062602125108
0.23188009278050492	0.9307440519332886	0.16448587905083384	0.9539285898208618	0.0007737809210084379
0.22245760932032552	0.9344940185546875	0.15671853580645154	0.9555952548980713	0.0007350919186137617
0.21386818437349228	0.9360714554786682	0.1507362221820014	0.9569047689437866	0.0006983372732065618
0.20622073359610069	0.9387500286102295	0.14497351010640463	0.9594047665596008	0.0006634204182773829
0.20093503643891641	0.9394940733909607	0.14110683935738746	0.9608333110809326	0.0006302493857219815
0.19606912067603496	0.9411309361457825	0.13847957634500094	0.959761917591095	0.0005987369222566485
0.19300117932703523	0.9401488304138184	0.13569418729770752	0.9607142806053162	0.0005688000819645822
0.18760722740065483	0.9438690543174744	0.13304398460047587	0.9610714316368103	0.0005403601098805666
0.18582483342360884	0.9451785683631897	0.1303134896393333	0.9627380967140198	0.0005133420927450061
0.1826546994827333	0.9444345235824585	0.12827773252413385	0.9626190662384033	0.0004876749881077558
0.1813679246214174	0.9457440376281738	0.12637459481755892	0.963690459728241	0.00046329121687449515
0.17805298008379483	0.9466071724891663	0.12536315574177673	0.9634523987770081	0.000440126663306728
0.175316318113889	0.9470238089561462	0.12350083935828436	0.9638095498085022	0.00041812032577581704
0.17406800259170788	0.9477083086967468	0.12264501438609192	0.9639285802841187	0.0003972143167629838
0.173291814598654	0.946696400642395	0.12141389778327374	0.9645237922668457	0.0003773536009248346
