loss	acc	val_loss	val_acc	lr
0.21429275682683857	0.9319345355033875	0.06187063269361499	0.9807142615318298	0.0010000000474974513
0.0801580423642216	0.9751190543174744	0.04354051276753169	0.9850000143051147	0.0009500000160187483
0.05727330831713819	0.9822916388511658	0.039262544115162674	0.9869047403335571	0.0009025000035762787
0.0456884636492413	0.9845238327980042	0.03907113205203565	0.9884523749351501	0.0008573749801144004
0.04071700209717078	0.9867559671401978	0.029686039564244093	0.9902380704879761	0.0008145062602125108
0.033823099756458155	0.9890178442001343	0.0329155807730387	0.989642858505249	0.0007737809210084379
0.029154975090939495	0.9905952215194702	0.032734371410666166	0.9901190400123596	0.0007350919186137617
0.027519690578493673	0.9905952215194702	0.02883978987168077	0.9919047355651855	0.0006983372732065618
0.02409120276429998	0.9923214316368103	0.033183244054726814	0.9902380704879761	0.0006634204182773829
0.02077569093343343	0.9930654764175415	0.03020878362123594	0.991428554058075	0.0006302493857219815
0.020797674241066922	0.9931250214576721	0.03038607900072488	0.991190493106842	0.0005987369222566485
0.01721798674335029	0.9940476417541504	0.030675068130921794	0.9915476441383362	0.0005688000819645822
0.015224046392771319	0.9949702620506287	0.03574622173137392	0.9903571605682373	0.0005403601098805666
0.015176807338384172	0.9948809742927551	0.02861169707428503	0.9920238256454468	0.0005133420927450061
0.012932152198501995	0.9954761862754822	0.03273703556551222	0.9920238256454468	0.0004876749881077558
0.011448026966438539	0.9959523677825928	0.030800085779606197	0.9920238256454468	0.00046329121687449515
0.011579632536131503	0.9960416555404663	0.02972567092670282	0.9923809766769409	0.000440126663306728
0.010717857166233725	0.9962499737739563	0.03297624086965827	0.9923809766769409	0.00041812032577581704
0.008969530391387285	0.9969642758369446	0.033207434964682155	0.9925000071525574	0.0003972143167629838
0.009282523835147837	0.9969345331192017	0.02632867095871396	0.992976188659668	0.0003773536009248346
